mass,mass units,time,time units,temperature,temperature units
9.875824929631763,mg,3.208652713248647,min,330.0,Kelvin
9.833919840570877,mg,3.4239322216647103,min,330.0,Kelvin
9.857585451783253,mg,3.639211730080773,min,330.0,Kelvin
9.81977623778636,mg,3.8544912384968364,min,330.0,Kelvin
9.837928702211878,mg,4.0697707469129,min,330.0,Kelvin
9.791741459217265,mg,4.285050255328962,min,330.0,Kelvin
9.78486056656183,mg,4.500329763745025,min,330.0,Kelvin
9.744664539347607,mg,4.715609272161089,min,330.0,Kelvin
9.732073023558804,mg,4.930888780577152,min,330.0,Kelvin
9.717752270839277,mg,5.1461682889932145,min,330.0,Kelvin
9.723537217196991,mg,5.361447797409278,min,330.0,Kelvin
9.687505701380527,mg,5.57672730582534,min,330.0,Kelvin
9.696592735337461,mg,5.792006814241404,min,330.0,Kelvin
9.659350448251567,mg,6.007286322657467,min,330.0,Kelvin
9.645175483355322,mg,6.2225658310735295,min,330.0,Kelvin
9.620822229386578,mg,6.437845339489593,min,330.0,Kelvin
9.610968319230373,mg,6.653124847905656,min,330.0,Kelvin
9.59354922528207,mg,6.868404356321719,min,330.0,Kelvin
9.555774701960473,mg,7.083683864737782,min,330.0,Kelvin
9.52709203560654,mg,7.298963373153844,min,330.0,Kelvin
9.510239919937451,mg,7.514242881569908,min,330.0,Kelvin
9.467133108532192,mg,7.729522389985972,min,330.0,Kelvin
9.466266127555137,mg,7.944801898402034,min,330.0,Kelvin
9.465747412664227,mg,8.160081406818097,min,330.0,Kelvin
9.416451202986549,mg,8.375360915234161,min,330.0,Kelvin
9.411118465077662,mg,8.590640423650223,min,330.0,Kelvin
9.35449540454179,mg,8.805919932066287,min,330.0,Kelvin
9.374996314796183,mg,9.02119944048235,min,330.0,Kelvin
9.33402708646672,mg,9.236478948898412,min,330.0,Kelvin
9.299006922996908,mg,9.451758457314476,min,330.0,Kelvin
9.259625384914855,mg,9.667037965730538,min,330.0,Kelvin
9.260349281048036,mg,9.882317474146602,min,330.0,Kelvin
9.244544981356382,mg,10.097596982562665,min,330.0,Kelvin
9.199699848903782,mg,10.312876490978727,min,330.0,Kelvin
9.175700785032873,mg,10.52815599939479,min,330.0,Kelvin
9.14548525358395,mg,10.743435507810855,min,330.0,Kelvin
9.132563143794258,mg,10.958715016226916,min,330.0,Kelvin
9.141417095133907,mg,11.17399452464298,min,330.0,Kelvin
9.071665429169576,mg,11.389274033059042,min,330.0,Kelvin
9.051969761714227,mg,11.604553541475106,min,330.0,Kelvin
9.05589055547936,mg,11.81983304989117,min,330.0,Kelvin
9.021123720374678,mg,12.035112558307231,min,330.0,Kelvin
8.989183806181279,mg,12.250392066723295,min,330.0,Kelvin
8.96242857879395,mg,12.465671575139359,min,330.0,Kelvin
8.950811328425976,mg,12.68095108355542,min,330.0,Kelvin
8.963102556187868,mg,12.896230591971484,min,330.0,Kelvin
8.942709812529117,mg,13.111510100387546,min,330.0,Kelvin
8.905222954730554,mg,13.32678960880361,min,330.0,Kelvin
8.879271975105947,mg,13.542069117219674,min,330.0,Kelvin
8.86625319645662,mg,13.757348625635736,min,330.0,Kelvin
8.822048771768952,mg,13.9726281340518,min,330.0,Kelvin
8.801034794960762,mg,14.187907642467863,min,330.0,Kelvin
8.800750366720175,mg,14.403187150883925,min,330.0,Kelvin
8.765015033157182,mg,14.618466659299989,min,330.0,Kelvin
8.773011462588181,mg,14.833746167716052,min,330.0,Kelvin
8.713062883886836,mg,15.049025676132114,min,330.0,Kelvin
8.732766193650452,mg,15.264305184548178,min,330.0,Kelvin
8.719081866546658,mg,15.479584692964242,min,330.0,Kelvin
8.688943334722888,mg,15.694864201380303,min,330.0,Kelvin
8.645390776149352,mg,15.910143709796367,min,330.0,Kelvin
8.642464979988173,mg,16.12542321821243,min,330.0,Kelvin
8.620856150550374,mg,16.340702726628493,min,330.0,Kelvin
8.597220120124131,mg,16.555982235044556,min,330.0,Kelvin
8.604436696643857,mg,16.77126174346062,min,330.0,Kelvin
8.557699007395335,mg,16.986541251876684,min,330.0,Kelvin
8.540805055310466,mg,17.201820760292748,min,330.0,Kelvin
8.550199705802374,mg,17.417100268708808,min,330.0,Kelvin
8.52398242538724,mg,17.63237977712487,min,330.0,Kelvin
8.50406473231272,mg,17.847659285540935,min,330.0,Kelvin
8.504308648047742,mg,18.062938793957,min,330.0,Kelvin
8.5156841977249,mg,18.278218302373062,min,330.0,Kelvin
8.474071130041702,mg,18.493497810789123,min,330.0,Kelvin
8.472118748784936,mg,18.708777319205186,min,330.0,Kelvin
8.438146893827613,mg,18.92405682762125,min,330.0,Kelvin
8.460884518725186,mg,19.139336336037314,min,330.0,Kelvin
8.459811636668897,mg,19.354615844453377,min,330.0,Kelvin
8.439404783662779,mg,19.569895352869437,min,330.0,Kelvin
