mass,mass units,time,time units,temperature,temperature units
9.886231325024193,mg,4.840669025488626,min,327.5,Kelvin
9.840907145992588,mg,5.165446102144258,min,327.5,Kelvin
9.850279509588862,mg,5.490223178799888,min,327.5,Kelvin
9.83791739853367,mg,5.815000255455519,min,327.5,Kelvin
9.804353413617246,mg,6.139777332111151,min,327.5,Kelvin
9.776504281777983,mg,6.464554408766782,min,327.5,Kelvin
9.790575940438712,mg,6.789331485422412,min,327.5,Kelvin
9.744242451988551,mg,7.1141085620780435,min,327.5,Kelvin
9.743181557287595,mg,7.438885638733675,min,327.5,Kelvin
9.726682495559395,mg,7.763662715389305,min,327.5,Kelvin
9.71307019620604,mg,8.088439792044937,min,327.5,Kelvin
9.722974179206542,mg,8.413216868700568,min,327.5,Kelvin
9.696415342648184,mg,8.737993945356198,min,327.5,Kelvin
9.649236595326103,mg,9.06277102201183,min,327.5,Kelvin
9.628757419898216,mg,9.38754809866746,min,327.5,Kelvin
9.640951520402064,mg,9.712325175323091,min,327.5,Kelvin
9.591371775440477,mg,10.037102251978723,min,327.5,Kelvin
9.579369564673637,mg,10.361879328634354,min,327.5,Kelvin
9.552690696739992,mg,10.686656405289984,min,327.5,Kelvin
9.540834485459486,mg,11.011433481945616,min,327.5,Kelvin
9.528865665010494,mg,11.336210558601246,min,327.5,Kelvin
9.499401555829884,mg,11.660987635256877,min,327.5,Kelvin
9.443998464991516,mg,11.985764711912509,min,327.5,Kelvin
9.463627696649558,mg,12.31054178856814,min,327.5,Kelvin
9.404534412019155,mg,12.63531886522377,min,327.5,Kelvin
9.399526380986318,mg,12.960095941879402,min,327.5,Kelvin
9.401133703139175,mg,13.284873018535032,min,327.5,Kelvin
9.338204980266168,mg,13.609650095190663,min,327.5,Kelvin
9.35780704655969,mg,13.934427171846295,min,327.5,Kelvin
9.29017938524284,mg,14.259204248501925,min,327.5,Kelvin
9.2936994055649,mg,14.583981325157556,min,327.5,Kelvin
9.238926502001979,mg,14.908758401813188,min,327.5,Kelvin
9.225814111946773,mg,15.233535478468818,min,327.5,Kelvin
9.22226465171542,mg,15.558312555124449,min,327.5,Kelvin
9.184428763684691,mg,15.88308963178008,min,327.5,Kelvin
9.141540442919105,mg,16.20786670843571,min,327.5,Kelvin
9.162281609844594,mg,16.53264378509134,min,327.5,Kelvin
9.137206900672256,mg,16.857420861746974,min,327.5,Kelvin
9.109586542353167,mg,17.182197938402602,min,327.5,Kelvin
9.057910821489026,mg,17.506975015058234,min,327.5,Kelvin
9.066060741842698,mg,17.831752091713867,min,327.5,Kelvin
9.043421040225946,mg,18.156529168369495,min,327.5,Kelvin
9.001041625195619,mg,18.481306245025127,min,327.5,Kelvin
8.980373228219,mg,18.80608332168076,min,327.5,Kelvin
8.96724322162105,mg,19.130860398336388,min,327.5,Kelvin
8.938234416820077,mg,19.45563747499202,min,327.5,Kelvin
8.9446933788508,mg,19.780414551647652,min,327.5,Kelvin
8.92470717641994,mg,20.10519162830328,min,327.5,Kelvin
8.90240154371119,mg,20.429968704958913,min,327.5,Kelvin
8.88009497673594,mg,20.754745781614545,min,327.5,Kelvin
8.820902039046693,mg,21.079522858270177,min,327.5,Kelvin
8.789400211297027,mg,21.404299934925806,min,327.5,Kelvin
8.815603477807793,mg,21.72907701158144,min,327.5,Kelvin
8.7819045229088,mg,22.05385408823707,min,327.5,Kelvin
8.782618119400416,mg,22.3786311648927,min,327.5,Kelvin
