mass,mass units,time,time units,temperature,temperature units
9.874306050649444,mg,7.349122565528258,min,325.0,Kelvin
9.862485345010429,mg,7.842200388087149,min,325.0,Kelvin
9.827080901694407,mg,8.33527821064604,min,325.0,Kelvin
9.820619017671632,mg,8.82835603320493,min,325.0,Kelvin
9.824183359666973,mg,9.321433855763821,min,325.0,Kelvin
9.81457918765289,mg,9.814511678322711,min,325.0,Kelvin
9.80013674214145,mg,10.307589500881601,min,325.0,Kelvin
9.788077612319594,mg,10.800667323440493,min,325.0,Kelvin
9.733956715614932,mg,11.293745145999383,min,325.0,Kelvin
9.708975519461019,mg,11.786822968558273,min,325.0,Kelvin
9.729953325198599,mg,12.279900791117164,min,325.0,Kelvin
9.683408792761671,mg,12.772978613676054,min,325.0,Kelvin
9.653588475986268,mg,13.266056436234944,min,325.0,Kelvin
9.675444955611502,mg,13.759134258793836,min,325.0,Kelvin
9.63531920496458,mg,14.252212081352726,min,325.0,Kelvin
9.622460963522354,mg,14.745289903911615,min,325.0,Kelvin
9.573126800959185,mg,15.238367726470507,min,325.0,Kelvin
9.558024123223008,mg,15.731445549029397,min,325.0,Kelvin
9.582980057901915,mg,16.22452337158829,min,325.0,Kelvin
9.551515870389094,mg,16.71760119414718,min,325.0,Kelvin
9.494838225919597,mg,17.21067901670607,min,325.0,Kelvin
9.487587753032273,mg,17.703756839264962,min,325.0,Kelvin
9.468082144841155,mg,18.19683466182385,min,325.0,Kelvin
9.430076851497052,mg,18.68991248438274,min,325.0,Kelvin
9.409840171125122,mg,19.182990306941633,min,325.0,Kelvin
9.37665731379638,mg,19.67606812950052,min,325.0,Kelvin
9.387534782545153,mg,20.169145952059413,min,325.0,Kelvin
9.379437609715655,mg,20.662223774618305,min,325.0,Kelvin
9.321357285735576,mg,21.155301597177193,min,325.0,Kelvin
9.33268123091017,mg,21.648379419736084,min,325.0,Kelvin
9.281458603509813,mg,22.141457242294976,min,325.0,Kelvin
9.24210616660726,mg,22.634535064853864,min,325.0,Kelvin
9.243632275900733,mg,23.127612887412756,min,325.0,Kelvin
9.209157042942973,mg,23.620690709971647,min,325.0,Kelvin
9.20893940792674,mg,24.113768532530536,min,325.0,Kelvin
9.186305865637113,mg,24.606846355089427,min,325.0,Kelvin
